seed;plat;lin;solv;fitness1;ene;obs;ene_destvest;obs_destvest;fitness2;time
527;75;0.918729;1;0.0812709;20;15;1.09545;1.26491;2.36036;0.291653
528;75;0.917388;1;0.0826123;20;15;0;0.632456;0.632456;0.28096
529;75;0.927879;1;0.0721209;20;15;0.632456;1.41421;2.04667;0.28274
530;75;0.933777;1;0.0662229;20;15;1.26491;1.09545;2.36036;0.290598
531;75;0.936621;1;0.0633787;20;15;0;0;0;0.272382
532;75;0.919295;1;0.0807048;20;15;0.632456;1.54919;2.18165;0.286543
533;75;0.949989;1;0.0500114;20;15;0;1.09545;1.09545;0.282529
534;75;0.943248;1;0.0567524;20;15;0;0;0;0.280837
535;75;0.942838;1;0.0571615;20;15;1.09545;1.09545;2.19089;0.288808
536;75;0.923357;1;0.0766433;20;15;0;0.632456;0.632456;0.275307
537;75;0.930495;1;0.0695049;20;15;0;1.41421;1.41421;0.295407
538;75;0.947635;1;0.0523651;20;15;0.632456;0.632456;1.26491;0.281612
539;75;0.92826;1;0.07174;20;15;0;0.632456;0.632456;0.281418
540;75;0.903932;1;0.0960682;20;15;0;1.41421;1.41421;0.279722
541;75;0.923458;1;0.076542;20;15;0;0.894427;0.894427;0.299124
542;75;0.901336;1;0.0986639;20;15;1.09545;0.632456;1.7279;0.295598
543;75;0.931502;1;0.0684976;20;15;0.894427;1.41421;2.30864;0.27948
544;75;0.934411;1;0.0655891;20;15;0;0.632456;0.632456;0.308924
545;75;0.916212;1;0.0837877;20;15;0.632456;1.41421;2.04667;0.279617
546;75;0.909811;1;0.0901893;20;15;0.632456;1.09545;1.7279;0.285841
547;75;0.934715;1;0.0652853;20;15;0;2;2;0.317942
548;75;0.9239;1;0.0760997;20;15;0;2.09762;2.09762;0.326914
549;75;0.937758;1;0.0622422;20;15;0;0.894427;0.894427;0.314373
550;75;0.948538;1;0.0514616;20;15;0.632456;1.26491;1.89737;0.294486
551;75;0.925537;1;0.0744634;20;15;0;1.54919;1.54919;0.287613
552;75;0.867125;1;0.132875;20;15;0.632456;1.67332;2.30578;0.282613
553;75;0.927549;1;0.0724511;20;15;0;0.632456;0.632456;0.287199
554;75;0.931312;1;0.0686876;20;15;0.632456;1.54919;2.18165;0.289391
555;75;0.924474;1;0.0755262;20;15;0;0.894427;0.894427;0.282883
